    207  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15
      3  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0
      6  0  0  1  0  1  0  0  0  0  0  0  0  0  0  0
      7  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0
      8  0  1  1  1  0  0  0  0  0  0  0  0  0  0  0
      9  1  1  1  1  0  0  0  0  0  0  0  0  0  0  0
     10  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0
     11  1  0  1  1  1  0  0  0  0  0  0  0  0  0  0
     13  0  0  1  1  0  0  0  0  0  0  0  0  0  0  0
     14  1  0  0  0  1  0  0  0  0  0  0  0  0  0  0
     16  0  1  0  0  1  0  0  1  1  0  0  0  0  0  0
     17  1  1  1  1  1  1  1  1  1  1  1  1  1  1  1
     18  0  0  0  1  0  1  0  1  1  0  0  0  1  0  0
     19  0  0  1  0  0  1  0  1  1  0  1  0  1  0  0
     20  0  1  1  1  0  1  0  1  1  0  0  0  1  0  0
     21  0  1  1  1  0  1  0  1  1  0  1  0  1  0  0
     22  1  1  1  1  0  1  0  1  1  0  1  0  1  0  0
     23  0  1  1  1  0  1  0  1  1  0  1  0  1  0  0
     24  0  0  1  1  0  0  0  1  0  0  1  0  1  0  0
     25  0  1  1  1  0  1  0  1  1  0  1  0  1  0  0
     26  0  1  1  1  0  1  0  1  1  0  1  0  1  0  0
     27  0  1  1  1  0  1  0  1  1  0  1  0  1  0  0
     28  0  1  1  1  0  1  0  1  1  0  1  0  1  0  0
     29  0  0  1  0  0  1  0  0  1  0  1  0  0  0  0
     30  0  0  0  1  0  1  0  1  1  0  1  0  0  0  0
     31  0  1  0  1  0  1  0  1  1  0  1  0  1  0  0
     32  0  0  0  0  1  0  1  0  0  1  0  1  0  1  0

