    152  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18 19 20 21 22
      2  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
      5  0  0  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0
     15  0  1  1  1  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0  0
     17  1  0  0  0  0  1  1  1  1  0  0  0  0  0  0  0  0  0  0  0  0  0
     18  0  0  0  0  0  0  0  0  0  1  1  0  0  0  0  0  0  0  0  0  0  0
     22  1  0  0  0  1  0  0  0  0  0  0  1  1  1  1  1  1  1  1  1  1  0
     23  0  0  0  0  0  0  0  0  1  0  0  0  0  0  0  0  0  0  0  0  0  1

