124  3  6  7  8  9 10 11
  1  1  1  0  0  0  0  0
  2  0  0  1  1  1  0  0
  3  0  0  1  0  1  1  0
  4  0  0  0  0  0  1  0
  5  0  0  0  1  0  0  1
  6  0  0  1  1  1  1  1

