      40     2    3    4    5    7    8    9   10   11
       1     1    0    1    1    0    0    0    0    0
       4     1    1    0    0    1    1    0    1    0
       6     0    0    0    0    1    0    0    0    0
       7     0    0    0    0    0   -1    0    0    0
       9     0    0    1    1    0    0    0    1    1
      11     0    0    0    0    0    0    0    1    0



