    166  1  2  3  4  5  6  7  8  9 10
      1  0  0  0  0  0  0  0  0  0  1
      4  1  1  0  0  0  1  0  0  0  0
      5  1  1  0  0  0  1  0  0  0  0
      8  0  1  1  0  0  1  1  0  1  0
     11  0  0  0  1  1  0  0  1  0  0

