    155  1  2  3  4  5  6  7  8  9 10 11 12 13 14 15
      1  0  0  1  1  1  1  1  1  1  1  0  0  0  0  0
     11  1  0  1  1  1  1  1  1  1  1  0  0  0  0  0
     12  1  0  1  1  1  1  1  1  1  1  0  0  0  0  0
     13  1  1  0  0  0  0  0  0  1  1  0  0  0  0  0
     14  0  0  0  0  0  0  0  0  1  1  0  0  0  0  0
     15  1  1  1  1  1  1  1  1  1  1  0  0  1  1  0
     16  1  0  0  0  0  0  0  0  0  0  1  1  0  0  1

