    147  1  2  3  4  5  6  7  8  9 10 11
      8  1  0  0  0  0  0  0  0  0  0  0
      9  0  1  1  1  0  0  0  0  0  0  0
     10  0  0  0  0  1  1  0  0  0  0  0
     11  0  0  0  0  0  0  1  0  0  0  0
     12  0  0  0  0  0  0  0  1  1  1  1

