    172  1  2  3  4  5  6  7  8  9 10 11
      2  1  0  0  0  0  0  0  0  0  0  0
      3  1  1  0  0  0  0  0  0  0  0  0
      4  1  1  1  0  0  0  0  0  0  0  0
      5  1  1  0  0  0  0  0  0  0  0  0
      7  0  0  0  0  0  0  0  1  1  1  0
     11  0  0  1  1  1  1  0  0  0  0  0
     12  0  0  1  1  0  0  1  0  0  0  1

