    156  1  2  3  4  5  6  7  8  9 10 11 12 13
      6  1  1  1  1  1  0  0  0  0  0  0  0  1
      7  1  1  1  1  1  0  0  0  0  0  1  0  1
      9  0  1  1  0  0  0  0  0  0  0  0  1  0
     14  0  0  0  0  0  1  1  1  1  1  0  0  0

