    212  1  2  3  4  5  6  7
      3  0  1  0  0  0  0  0
      4  0  1  0  0  0  0  0
      5  0  1  0  0  0  0  0
      6  0  1  0  0  0  0  0
      7  0  1  0  0  0  0  0
      8  1  0  0  0  0  0  0
      9  1  0  0  0  0  0  0
     10  1  0  0  0  0  1  0
     11  1  0  0  0  0  0  0
     12  1  1  0  0  0  0  0
     13  1  1  1  0  0  0  0
     14  0  0  0  1  0  0  1
     15  0  0  0  1  1  1  0
     16  0  0  1  0  1  1  0
     17  0  0  0  0  1  0  0
     18  0  0  0  0  0  0  1
     19  0  0  0  0  0  0  1
     20  0  0  0  0  0  0  1
     21  0  1  0  0  0  0  0
     22  0  1  0  0  0  0  0
     23  0  0  0  0  0  0  1

