AphiaID	ScientificName	DrID	Source	Kingdom	Phylum	Class	Order	Family	Genus	Subgenus	Species	Subspecies
139474	Cylichna alba	749296	"Mark, S., Provencher, L., Albert, E. et Noz̬res, C. 2010. Cadre de suivi ̩cologique de la zone de protection marine Manicouagan (Qu̩bec) : bilan des connaissances et identification des composantes ̩cologiques �� suivre. Rapp. tech. can. sci. halieut. aquat. 2914 : xi + 121 p"	Animalia	Mollusca	Gastropoda	Cephalaspidea	Cylichnidae	Cylichna		alba	
139478	Cylichna occulta	774787	"Miller, Roberta. 2012. The museum collection database, Fisheries and Oceans Canada digital collections, Maurice Lamontagne Institute, Quebec"	Animalia	Mollusca	Gastropoda	Cephalaspidea	Cylichnidae	Cylichna		occulta	
149004	Cylindrotheca closterium	708564	"Brunel, J. 1970. Le phytoplancton de la Baie des Chaleurs. Contributions du Minist̬re de la Chasse et des P̻cheries, Montreal. 91: 365 pp."	Chromista	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Cylindrotheca		closterium	
149004	Cylindrotheca closterium	708469	"B̩rard-Therriault, L., Poulin, M. and Boss̩, L. 1999. Guide d�۪intentification du phytoplankton marin de l�۪estuaire et du golfe du Saint-Laurent incluant ̩galement certains protozoaires. Publ. sp̩c. Can. Sci. halieut. Aquatic. 128. 387 p. "	Chromista	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Cylindrotheca		closterium	
149004	Cylindrotheca closterium	708236	"Bates, S.S. and Strain, P.M. 2006. Nutrients and phytoplankton in Prince Edward Island Inlets during late summer to fall, 2001-2003. Can. Tech. Rep. Fish. Aquat. Sci.: 2668: xii + 136 p. "	Chromista	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Cylindrotheca		closterium	
149004	Cylindrotheca closterium	707502	"Poulin, M., B̩rard-Therriault, L., Cardinal, A., and Hamilton, P.B. 1990. Les Diatom̩es (Bacillariophyceae) benthiques de substrats durs des eaux marines et saum̢tres du Qu̩bec. 9. Bacillariaceae. Naturaliste can. (Rev. ��col. Syst.) 117: 73-101."	Chromista	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Cylindrotheca		closterium	
149004	Cylindrotheca closterium	708365	"B̩rard-Therriault, L., Poulin, M. and Boss̩, L. 1999. Guide d�۪intentification du phytoplankton marin de l�۪estuaire et du golfe du Saint-Laurent incluant ̩galement certains protozoaires. Publ. sp̩c. Can. Sci. halieut. Aquatic. 128. 387 p. "	Chromista	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Cylindrotheca		closterium	
149004	Cylindrotheca closterium	707457	"Brunel, J. 1970. Le phytoplancton de la Baie des Chaleurs. Contributions du Minist̬re de la Chasse et des P̻cheries, Montreal. 91: 365 pp."	Chromista	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Cylindrotheca		closterium	
149570	Cylindrotheca gracilis	708237	"Bates, S.S. and Strain, P.M. 2006. Nutrients and phytoplankton in Prince Edward Island Inlets during late summer to fall, 2001-2003. Can. Tech. Rep. Fish. Aquat. Sci.: 2668: xii + 136 p. "	Chromista	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Cylindrotheca		gracilis	
149570	Cylindrotheca gracilis	708470	"B̩rard-Therriault, L., Poulin, M. and Boss̩, L. 1999. Guide d�۪intentification du phytoplankton marin de l�۪estuaire et du golfe du Saint-Laurent incluant ̩galement certains protozoaires. Publ. sp̩c. Can. Sci. halieut. Aquatic. 128. 387 p. "	Chromista	Ochrophyta	Bacillariophyceae	Bacillariales	Bacillariaceae	Cylindrotheca		gracilis	
154582	Cyprinus carpio	774890	"Miller, Roberta. 2012. The museum collection database, Fisheries and Oceans Canada digital collections, Maurice Lamontagne Institute, Quebec"	Animalia	Chordata	Actinopteri	Cypriniformes	Cyprinidae	Cyprinus		carpio	
140102	Cyrtodaria siliqua	774794	"Miller, Roberta. 2012. The museum collection database, Fisheries and Oceans Canada digital collections, Maurice Lamontagne Institute, Quebec"	Animalia	Mollusca	Bivalvia	Adapedonta	Hiatellidae	Cyrtodaria		siliqua	
140102	Cyrtodaria siliqua	749615	"Mark, S., Provencher, L., Albert, E. et Noz̬res, C. 2010. Cadre de suivi ̩cologique de la zone de protection marine Manicouagan (Qu̩bec) : bilan des connaissances et identification des composantes ̩cologiques �� suivre. Rapp. tech. can. sci. halieut. aquat. 2914 : xi + 121 p"	Animalia	Mollusca	Bivalvia	Adapedonta	Hiatellidae	Cyrtodaria		siliqua	
140102	Cyrtodaria siliqua	749261	"Mark, S., Provencher, L., Albert, E. et Noz̬res, C. 2010. Cadre de suivi ̩cologique de la zone de protection marine Manicouagan (Qu̩bec) : bilan des connaissances et identification des composantes ̩cologiques �� suivre. Rapp. tech. can. sci. halieut. aquat. 2914 : xi + 121 p"	Animalia	Mollusca	Bivalvia	Adapedonta	Hiatellidae	Cyrtodaria		siliqua	
370625	Cystobranchus vividus	775140	"Miller, Roberta. 2012. The museum collection database, Fisheries and Oceans Canada digital collections, Maurice Lamontagne Institute, Quebec"	Animalia	Annelida	Clitellata	Rhynchobdellida	Piscicolidae	Cystobranchus		vividus	
137078	Cystophora cristata	751734	"Lesage, Veronique, Jean-Francois Gosselin, Mike Hammill, Michael C.S. Kingsley, Jack Lawson (2007). Ecologically and Biologically Significant Areas (EBSAs) in the Estuary and Gulf of St. Lawrence - A marine mammal perspective. DFO Can. Sci. Advis. Sec. Res. Doc. 2007/046: 1-96."	Animalia	Chordata	Mammalia	Carnivora	Phocidae	Cystophora		cristata	
137078	Cystophora cristata	751754	"Lesage, Veronique, Jean-Francois Gosselin, Mike Hammill, Michael C.S. Kingsley, Jack Lawson (2007). Ecologically and Biologically Significant Areas (EBSAs) in the Estuary and Gulf of St. Lawrence - A marine mammal perspective. DFO Can. Sci. Advis. Sec. Res. Doc. 2007/046: 1-96."	Animalia	Chordata	Mammalia	Carnivora	Phocidae	Cystophora		cristata	
140449	Dacrydium vitreum	774815	"Miller, Roberta. 2012. The museum collection database, Fisheries and Oceans Canada digital collections, Maurice Lamontagne Institute, Quebec"	Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Dacrydium		vitreum	
140449	Dacrydium vitreum	749271	"Mark, S., Provencher, L., Albert, E. et Noz̬res, C. 2010. Cadre de suivi ̩cologique de la zone de protection marine Manicouagan (Qu̩bec) : bilan des connaissances et identification des composantes ̩cologiques �� suivre. Rapp. tech. can. sci. halieut. aquat. 2914 : xi + 121 p"	Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Dacrydium		vitreum	
140449	Dacrydium vitreum	749625	"Mark, S., Provencher, L., Albert, E. et Noz̬res, C. 2010. Cadre de suivi ̩cologique de la zone de protection marine Manicouagan (Qu̩bec) : bilan des connaissances et identification des composantes ̩cologiques �� suivre. Rapp. tech. can. sci. halieut. aquat. 2914 : xi + 121 p"	Animalia	Mollusca	Bivalvia	Mytilida	Mytilidae	Dacrydium		vitreum	
149310	Dactyliosolen fragilissimus	707458	"Brunel, J. 1970. Le phytoplancton de la Baie des Chaleurs. Contributions du Minist̬re de la Chasse et des P̻cheries, Montreal. 91: 365 pp."	Chromista	Ochrophyta	Bacillariophyceae	Rhizosoleniales	Rhizosoleniaceae	Dactyliosolen		fragilissimus	
149310	Dactyliosolen fragilissimus	708565	"Brunel, J. 1970. Le phytoplancton de la Baie des Chaleurs. Contributions du Minist̬re de la Chasse et des P̻cheries, Montreal. 91: 365 pp."	Chromista	Ochrophyta	Bacillariophyceae	Rhizosoleniales	Rhizosoleniaceae	Dactyliosolen		fragilissimus	
149310	Dactyliosolen fragilissimus	708238	"Bates, S.S. and Strain, P.M. 2006. Nutrients and phytoplankton in Prince Edward Island Inlets during late summer to fall, 2001-2003. Can. Tech. Rep. Fish. Aquat. Sci.: 2668: xii + 136 p. "	Chromista	Ochrophyta	Bacillariophyceae	Rhizosoleniales	Rhizosoleniaceae	Dactyliosolen		fragilissimus	
149310	Dactyliosolen fragilissimus	708239	"Bates, S.S. and Strain, P.M. 2006. Nutrients and phytoplankton in Prince Edward Island Inlets during late summer to fall, 2001-2003. Can. Tech. Rep. Fish. Aquat. Sci.: 2668: xii + 136 p. "	Chromista	Ochrophyta	Bacillariophyceae	Rhizosoleniales	Rhizosoleniaceae	Dactyliosolen		fragilissimus	
149310	Dactyliosolen fragilissimus	708471	"B̩rard-Therriault, L., Poulin, M. and Boss̩, L. 1999. Guide d�۪intentification du phytoplankton marin de l�۪estuaire et du golfe du Saint-Laurent incluant ̩galement certains protozoaires. Publ. sp̩c. Can. Sci. halieut. Aquatic. 128. 387 p. "	Chromista	Ochrophyta	Bacillariophyceae	Rhizosoleniales	Rhizosoleniaceae	Dactyliosolen		fragilissimus	
149310	Dactyliosolen fragilissimus	708366	"B̩rard-Therriault, L., Poulin, M. and Boss̩, L. 1999. Guide d�۪intentification du phytoplankton marin de l�۪estuaire et du golfe du Saint-Laurent incluant ̩galement certains protozoaires. Publ. sp̩c. Can. Sci. halieut. Aquatic. 128. 387 p. "	Chromista	Ochrophyta	Bacillariophyceae	Rhizosoleniales	Rhizosoleniaceae	Dactyliosolen		fragilissimus	
146880	Dajus mysidis	774862	"Miller, Roberta. 2012. The museum collection database, Fisheries and Oceans Canada digital collections, Maurice Lamontagne Institute, Quebec"	Animalia	Arthropoda	Malacostraca	Isopoda	Dajidae	Dajus		mysidis	
121519	Daptonema albigensis	859077		Animalia	Nematoda	Chromadorea	Monhysterida	Xyalidae	Daptonema		albigensis	
547044	Deflexilodes intermedius	775166	"Miller, Roberta. 2012. The museum collection database, Fisheries and Oceans Canada digital collections, Maurice Lamontagne Institute, Quebec"	Animalia	Arthropoda	Malacostraca	Amphipoda	Oedicerotidae	Deflexilodes		intermedius	
423325	Deflexilodes simplex	775152	"Miller, Roberta. 2012. The museum collection database, Fisheries and Oceans Canada digital collections, Maurice Lamontagne Institute, Quebec"	Animalia	Arthropoda	Malacostraca	Amphipoda	Oedicerotidae	Deflexilodes		simplex	
423327	Deflexilodes tuberculatus	775153	"Miller, Roberta. 2012. The museum collection database, Fisheries and Oceans Canada digital collections, Maurice Lamontagne Institute, Quebec"	Animalia	Arthropoda	Malacostraca	Amphipoda	Oedicerotidae	Deflexilodes		tuberculatus	
137115	Delphinapterus leucas	751740	"Lesage, Veronique, Jean-Francois Gosselin, Mike Hammill, Michael C.S. Kingsley, Jack Lawson (2007). Ecologically and Biologically Significant Areas (EBSAs) in the Estuary and Gulf of St. Lawrence - A marine mammal perspective. DFO Can. Sci. Advis. Sec. Res. Doc. 2007/046: 1-96."	Animalia	Chordata	Mammalia	Cetartiodactyla	Monodontidae	Delphinapterus		leucas	
137115	Delphinapterus leucas	751759	"Lesage, Veronique, Jean-Francois Gosselin, Mike Hammill, Michael C.S. Kingsley, Jack Lawson (2007). Ecologically and Biologically Significant Areas (EBSAs) in the Estuary and Gulf of St. Lawrence - A marine mammal perspective. DFO Can. Sci. Advis. Sec. Res. Doc. 2007/046: 1-96."	Animalia	Chordata	Mammalia	Cetartiodactyla	Monodontidae	Delphinapterus		leucas	
137094	Delphinus delphis	751747	"Lesage, Veronique, Jean-Francois Gosselin, Mike Hammill, Michael C.S. Kingsley, Jack Lawson (2007). Ecologically and Biologically Significant Areas (EBSAs) in the Estuary and Gulf of St. Lawrence - A marine mammal perspective. DFO Can. Sci. Advis. Sec. Res. Doc. 2007/046: 1-96."	Animalia	Chordata	Mammalia	Cetartiodactyla	Delphinidae	Delphinus		delphis	
137094	Delphinus delphis	751766	"Lesage, Veronique, Jean-Francois Gosselin, Mike Hammill, Michael C.S. Kingsley, Jack Lawson (2007). Ecologically and Biologically Significant Areas (EBSAs) in the Estuary and Gulf of St. Lawrence - A marine mammal perspective. DFO Can. Sci. Advis. Sec. Res. Doc. 2007/046: 1-96."	Animalia	Chordata	Mammalia	Cetartiodactyla	Delphinidae	Delphinus		delphis	
103880	Dendrodoa aggregata	769181	"Pr̩fontaine, G. & P. Brunel. (1962). Liste d'invert̩br̩s marins recueillis dans l'estuaire du Saint-Laurent de 1929 �� 1934. Naturaliste Canadien, Quebec 89(8-9):237-263, fig. 1."	Animalia	Chordata	Ascidiacea	Stolidobranchia	Styelidae	Dendrodoa		aggregata	
103881	Dendrodoa carnea	774348	"Miller, Roberta. 2012. The museum collection database, Fisheries and Oceans Canada digital collections, Maurice Lamontagne Institute, Quebec"	Animalia	Chordata	Ascidiacea	Stolidobranchia	Styelidae	Dendrodoa		carnea	
103882	Dendrodoa grossularia	769182	"Pr̩fontaine, G. & P. Brunel. (1962). Liste d'invert̩br̩s marins recueillis dans l'estuaire du Saint-Laurent de 1929 �� 1934. Naturaliste Canadien, Quebec 89(8-9):237-263, fig. 1."	Animalia	Chordata	Ascidiacea	Stolidobranchia	Styelidae	Dendrodoa		grossularia	
157798	Dendrogaster elegans	774969	"Miller, Roberta. 2012. The museum collection database, Fisheries and Oceans Canada digital collections, Maurice Lamontagne Institute, Quebec"	Animalia	Arthropoda		Dendrogastrida	Dendrogastridae	Dendrogaster		elegans	
139523	Dendronotus frondosus	774789	"Miller, Roberta. 2012. The museum collection database, Fisheries and Oceans Canada digital collections, Maurice Lamontagne Institute, Quebec"	Animalia	Mollusca	Gastropoda	Nudibranchia	Dendronotidae	Dendronotus		frondosus	
139523	Dendronotus frondosus	769523	"Pr̩fontaine, G. & P. Brunel. (1962). Liste d'invert̩br̩s marins recueillis dans l'estuaire du Saint-Laurent de 1929 �� 1934. Naturaliste Canadien, Quebec 89(8-9):237-263, fig. 1."	Animalia	Mollusca	Gastropoda	Nudibranchia	Dendronotidae	Dendronotus		frondosus	
149286	Detonula confervacea	707459	"Brunel, J. 1970. Le phytoplancton de la Baie des Chaleurs. Contributions du Minist̬re de la Chasse et des P̻cheries, Montreal. 91: 365 pp."	Chromista	Ochrophyta	Bacillariophyceae	Thalassiosirales	Skeletonemaceae	Detonula		confervacea	
149286	Detonula confervacea	708566	"Brunel, J. 1970. Le phytoplancton de la Baie des Chaleurs. Contributions du Minist̬re de la Chasse et des P̻cheries, Montreal. 91: 365 pp."	Chromista	Ochrophyta	Bacillariophyceae	Thalassiosirales	Skeletonemaceae	Detonula		confervacea	
149286	Detonula confervacea	708240	"Bates, S.S. and Strain, P.M. 2006. Nutrients and phytoplankton in Prince Edward Island Inlets during late summer to fall, 2001-2003. Can. Tech. Rep. Fish. Aquat. Sci.: 2668: xii + 136 p. "	Chromista	Ochrophyta	Bacillariophyceae	Thalassiosirales	Skeletonemaceae	Detonula		confervacea	
149286	Detonula confervacea	708241	"Bates, S.S. and Strain, P.M. 2006. Nutrients and phytoplankton in Prince Edward Island Inlets during late summer to fall, 2001-2003. Can. Tech. Rep. Fish. Aquat. Sci.: 2668: xii + 136 p. "	Chromista	Ochrophyta	Bacillariophyceae	Thalassiosirales	Skeletonemaceae	Detonula		confervacea	
149286	Detonula confervacea	708472	"B̩rard-Therriault, L., Poulin, M. and Boss̩, L. 1999. Guide d�۪intentification du phytoplankton marin de l�۪estuaire et du golfe du Saint-Laurent incluant ̩galement certains protozoaires. Publ. sp̩c. Can. Sci. halieut. Aquatic. 128. 387 p. "	Chromista	Ochrophyta	Bacillariophyceae	Thalassiosirales	Skeletonemaceae	Detonula		confervacea	
149286	Detonula confervacea	708367	"B̩rard-Therriault, L., Poulin, M. and Boss̩, L. 1999. Guide d�۪intentification du phytoplankton marin de l�۪estuaire et du golfe du Saint-Laurent incluant ̩galement certains protozoaires. Publ. sp̩c. Can. Sci. halieut. Aquatic. 128. 387 p. "	Chromista	Ochrophyta	Bacillariophyceae	Thalassiosirales	Skeletonemaceae	Detonula		confervacea	
139557	Diaphana minuta	774790	"Miller, Roberta. 2012. The museum collection database, Fisheries and Oceans Canada digital collections, Maurice Lamontagne Institute, Quebec"	Animalia	Mollusca	Gastropoda	Cephalaspidea	Diaphanidae	Diaphana		minuta	
110477	Diastylis edwardsii	749137	"Mark, S., Provencher, L., Albert, E. et Noz̬res, C. 2010. Cadre de suivi ̩cologique de la zone de protection marine Manicouagan (Qu̩bec) : bilan des connaissances et identification des composantes ̩cologiques �� suivre. Rapp. tech. can. sci. halieut. aquat. 2914 : xi + 121 p"	Animalia	Arthropoda	Malacostraca	Cumacea	Diastylidae	Diastylis		edwardsii	
110477	Diastylis edwardsii	749491	"Mark, S., Provencher, L., Albert, E. et Noz̬res, C. 2010. Cadre de suivi ̩cologique de la zone de protection marine Manicouagan (Qu̩bec) : bilan des connaissances et identification des composantes ̩cologiques �� suivre. Rapp. tech. can. sci. halieut. aquat. 2914 : xi + 121 p"	Animalia	Arthropoda	Malacostraca	Cumacea	Diastylidae	Diastylis		edwardsii	
110478	Diastylis glabra	749492	"Mark, S., Provencher, L., Albert, E. et Noz̬res, C. 2010. Cadre de suivi ̩cologique de la zone de protection marine Manicouagan (Qu̩bec) : bilan des connaissances et identification des composantes ̩cologiques �� suivre. Rapp. tech. can. sci. halieut. aquat. 2914 : xi + 121 p"	Animalia	Arthropoda	Malacostraca	Cumacea	Diastylidae	Diastylis		glabra	
110478	Diastylis glabra	769230	"Pr̩fontaine, G. & P. Brunel. (1962). Liste d'invert̩br̩s marins recueillis dans l'estuaire du Saint-Laurent de 1929 �� 1934. Naturaliste Canadien, Quebec 89(8-9):237-263, fig. 1."	Animalia	Arthropoda	Malacostraca	Cumacea	Diastylidae	Diastylis		glabra	
110478	Diastylis glabra	749138	"Mark, S., Provencher, L., Albert, E. et Noz̬res, C. 2010. Cadre de suivi ̩cologique de la zone de protection marine Manicouagan (Qu̩bec) : bilan des connaissances et identification des composantes ̩cologiques �� suivre. Rapp. tech. can. sci. halieut. aquat. 2914 : xi + 121 p"	Animalia	Arthropoda	Malacostraca	Cumacea	Diastylidae	Diastylis		glabra	
110479	Diastylis goodsiri	774407	"Miller, Roberta. 2012. The museum collection database, Fisheries and Oceans Canada digital collections, Maurice Lamontagne Institute, Quebec"	Animalia	Arthropoda	Malacostraca	Cumacea	Diastylidae	Diastylis		goodsiri	
110479	Diastylis goodsiri	749139	"Mark, S., Provencher, L., Albert, E. et Noz̬res, C. 2010. Cadre de suivi ̩cologique de la zone de protection marine Manicouagan (Qu̩bec) : bilan des connaissances et identification des composantes ̩cologiques �� suivre. Rapp. tech. can. sci. halieut. aquat. 2914 : xi + 121 p"	Animalia	Arthropoda	Malacostraca	Cumacea	Diastylidae	Diastylis		goodsiri	
110479	Diastylis goodsiri	749493	"Mark, S., Provencher, L., Albert, E. et Noz̬res, C. 2010. Cadre de suivi ̩cologique de la zone de protection marine Manicouagan (Qu̩bec) : bilan des connaissances et identification des composantes ̩cologiques �� suivre. Rapp. tech. can. sci. halieut. aquat. 2914 : xi + 121 p"	Animalia	Arthropoda	Malacostraca	Cumacea	Diastylidae	Diastylis		goodsiri	
110483	Diastylis lucifera	749494	"Mark, S., Provencher, L., Albert, E. et Noz̬res, C. 2010. Cadre de suivi ̩cologique de la zone de protection marine Manicouagan (Qu̩bec) : bilan des connaissances et identification des composantes ̩cologiques �� suivre. Rapp. tech. can. sci. halieut. aquat. 2914 : xi + 121 p"	Animalia	Arthropoda	Malacostraca	Cumacea	Diastylidae	Diastylis		lucifera	
110483	Diastylis lucifera	749140	"Mark, S., Provencher, L., Albert, E. et Noz̬res, C. 2010. Cadre de suivi ̩cologique de la zone de protection marine Manicouagan (Qu̩bec) : bilan des connaissances et identification des composantes ̩cologiques �� suivre. Rapp. tech. can. sci. halieut. aquat. 2914 : xi + 121 p"	Animalia	Arthropoda	Malacostraca	Cumacea	Diastylidae	Diastylis		lucifera	
110487	Diastylis rathkei	774408	"Miller, Roberta. 2012. The museum collection database, Fisheries and Oceans Canada digital collections, Maurice Lamontagne Institute, Quebec"	Animalia	Arthropoda	Malacostraca	Cumacea	Diastylidae	Diastylis		rathkei	
110487	Diastylis rathkei	749141	"Mark, S., Provencher, L., Albert, E. et Noz̬res, C. 2010. Cadre de suivi ̩cologique de la zone de protection marine Manicouagan (Qu̩bec) : bilan des connaissances et identification des composantes ̩cologiques �� suivre. Rapp. tech. can. sci. halieut. aquat. 2914 : xi + 121 p"	Animalia	Arthropoda	Malacostraca	Cumacea	Diastylidae	Diastylis		rathkei	
110487	Diastylis rathkei	749495	"Mark, S., Provencher, L., Albert, E. et Noz̬res, C. 2010. Cadre de suivi ̩cologique de la zone de protection marine Manicouagan (Qu̩bec) : bilan des connaissances et identification des composantes ̩cologiques �� suivre. Rapp. tech. can. sci. halieut. aquat. 2914 : xi + 121 p"	Animalia	Arthropoda	Malacostraca	Cumacea	Diastylidae	Diastylis		rathkei	
157817	Diastylis sculpta	774972	"Miller, Roberta. 2012. The museum collection database, Fisheries and Oceans Canada digital collections, Maurice Lamontagne Institute, Quebec"	Animalia	Arthropoda	Malacostraca	Cumacea	Diastylidae	Diastylis		sculpta	
160093	Diatoma tenue var. elongatus	708595	"Poulin, M., B̩rard-Therriault, L. and Cardinal, A. 1984a. Les diatom̩es benthiques de substrats durs des eaux marines et saum̢tres du Qu̩bec. 2. Tabellarioideae et Diatomoideae (Fragilariales, Fragilariaceae). Naturaliste can. (Rev. ��col. Syst.) 111: 274-295."	Chromista	Ochrophyta	Bacillariophyceae	Fragilariales	Fragilariaceae	Diatoma		tenue	
103560	Didemnum albidum	774340	"Miller, Roberta. 2012. The museum collection database, Fisheries and Oceans Canada digital collections, Maurice Lamontagne Institute, Quebec"	Animalia	Chordata	Ascidiacea	Aplousobranchia	Didemnidae	Didemnum		albidum	
103560	Didemnum albidum	769169	"Pr̩fontaine, G. & P. Brunel. (1962). Liste d'invert̩br̩s marins recueillis dans l'estuaire du Saint-Laurent de 1929 �� 1934. Naturaliste Canadien, Quebec 89(8-9):237-263, fig. 1."	Animalia	Chordata	Ascidiacea	Aplousobranchia	Didemnidae	Didemnum		albidum	
135975	Dinemoura producta	774749	"Miller, Roberta. 2012. The museum collection database, Fisheries and Oceans Canada digital collections, Maurice Lamontagne Institute, Quebec"	Animalia	Arthropoda		Siphonostomatoida	Pandaridae	Dinemoura		producta	
157744	Diocus gobinus	769657	"Pr̩fontaine, G. & P. Brunel. (1962). Liste d'invert̩br̩s marins recueillis dans l'estuaire du Saint-Laurent de 1929 �� 1934. Naturaliste Canadien, Quebec 89(8-9):237-263, fig. 1."	Animalia	Arthropoda		Poecilostomatoida	Chondracanthidae	Diocus		gobinus	
130102	Diplocirrus longisetosus	774626	"Miller, Roberta. 2012. The museum collection database, Fisheries and Oceans Canada digital collections, Maurice Lamontagne Institute, Quebec"	Animalia	Annelida	Polychaeta	Terebellida	Flabelligeridae	Diplocirrus		longisetosus	
130102	Diplocirrus longisetosus	749336	"Mark, S., Provencher, L., Albert, E. et Noz̬res, C. 2010. Cadre de suivi ̩cologique de la zone de protection marine Manicouagan (Qu̩bec) : bilan des connaissances et identification des composantes ̩cologiques �� suivre. Rapp. tech. can. sci. halieut. aquat. 2914 : xi + 121 p"	Animalia	Annelida	Polychaeta	Terebellida	Flabelligeridae	Diplocirrus		longisetosus	
130102	Diplocirrus longisetosus	748982	"Mark, S., Provencher, L., Albert, E. et Noz̬res, C. 2010. Cadre de suivi ̩cologique de la zone de protection marine Manicouagan (Qu̩bec) : bilan des connaissances et identification des composantes ̩cologiques �� suivre. Rapp. tech. can. sci. halieut. aquat. 2914 : xi + 121 p"	Animalia	Annelida	Polychaeta	Terebellida	Flabelligeridae	Diplocirrus		longisetosus	
149194	Diploneis bombus	708473	"B̩rard-Therriault, L., Poulin, M. and Boss̩, L. 1999. Guide d�۪intentification du phytoplankton marin de l�۪estuaire et du golfe du Saint-Laurent incluant ̩galement certains protozoaires. Publ. sp̩c. Can. Sci. halieut. Aquatic. 128. 387 p. "	Chromista	Ochrophyta	Bacillariophyceae	Naviculales	Diploneidaceae	Diploneis		bombus	
124128	Diplopteraster multipes	774496	"Miller, Roberta. 2012. The museum collection database, Fisheries and Oceans Canada digital collections, Maurice Lamontagne Institute, Quebec"	Animalia	Echinodermata	Asteroidea	Velatida	Pterasteridae	Diplopteraster		multipes	
131121	Dipolydora quadrilobata	774700	"Miller, Roberta. 2012. The museum collection database, Fisheries and Oceans Canada digital collections, Maurice Lamontagne Institute, Quebec"	Animalia	Annelida	Polychaeta	Spionida	Spionidae	Dipolydora		quadrilobata	
103605	Distaplia clavata	769170	"Pr̩fontaine, G. & P. Brunel. (1962). Liste d'invert̩br̩s marins recueillis dans l'estuaire du Saint-Laurent de 1929 �� 1934. Naturaliste Canadien, Quebec 89(8-9):237-263, fig. 1."	Animalia	Chordata	Ascidiacea	Aplousobranchia	Holozoidae	Distaplia		clavata	
129967	Dodecaceria concharum	774618	"Miller, Roberta. 2012. The museum collection database, Fisheries and Oceans Canada digital collections, Maurice Lamontagne Institute, Quebec"	Animalia	Annelida	Polychaeta	Terebellida	Cirratulidae	Dodecaceria		concharum	
129969	Dodecaceria fimbriata	774619	"Miller, Roberta. 2012. The museum collection database, Fisheries and Oceans Canada digital collections, Maurice Lamontagne Institute, Quebec"	Animalia	Annelida	Polychaeta	Terebellida	Cirratulidae	Dodecaceria		fimbriata	
116581	Donsiella limnoriae	774431	"Miller, Roberta. 2012. The museum collection database, Fisheries and Oceans Canada digital collections, Maurice Lamontagne Institute, Quebec"	Animalia	Arthropoda		Harpacticoida	Pseudotachidiidae	Donsiella		limnoriae	
157732	Doropygus demissus	769655	"Pr̩fontaine, G. & P. Brunel. (1962). Liste d'invert̩br̩s marins recueillis dans l'estuaire du Saint-Laurent de 1929 �� 1934. Naturaliste Canadien, Quebec 89(8-9):237-263, fig. 1."	Animalia	Arthropoda		Cyclopoida	Notodelphyidae	Doropygus		demissus	
106608	Doropygus pulex	774381	"Miller, Roberta. 2012. The museum collection database, Fisheries and Oceans Canada digital collections, Maurice Lamontagne Institute, Quebec"	Animalia	Arthropoda		Cyclopoida	Notodelphyidae	Doropygus		pulex	
106608	Doropygus pulex	769203	"Pr̩fontaine, G. & P. Brunel. (1962). Liste d'invert̩br̩s marins recueillis dans l'estuaire du Saint-Laurent de 1929 �� 1934. Naturaliste Canadien, Quebec 89(8-9):237-263, fig. 1."	Animalia	Arthropoda		Cyclopoida	Notodelphyidae	Doropygus		pulex	
139631	Doto coronata	774791	"Miller, Roberta. 2012. The museum collection database, Fisheries and Oceans Canada digital collections, Maurice Lamontagne Institute, Quebec"	Animalia	Mollusca	Gastropoda	Nudibranchia	Dotidae	Doto		coronata	
146941	Drifa glomerata	774865	"Miller, Roberta. 2012. The museum collection database, Fisheries and Oceans Canada digital collections, Maurice Lamontagne Institute, Quebec"	Animalia	Cnidaria	Anthozoa	Alcyonacea	Nephtheidae	Drifa		glomerata	
157358	Drilonereis magna	749379	"Mark, S., Provencher, L., Albert, E. et Noz̬res, C. 2010. Cadre de suivi ̩cologique de la zone de protection marine Manicouagan (Qu̩bec) : bilan des connaissances et identification des composantes ̩cologiques �� suivre. Rapp. tech. can. sci. halieut. aquat. 2914 : xi + 121 p"	Animalia	Annelida	Polychaeta	Eunicida	Oenonidae	Drilonereis		magna	
157358	Drilonereis magna	749025	"Mark, S., Provencher, L., Albert, E. et Noz̬res, C. 2010. Cadre de suivi ̩cologique de la zone de protection marine Manicouagan (Qu̩bec) : bilan des connaissances et identification des composantes ̩cologiques �� suivre. Rapp. tech. can. sci. halieut. aquat. 2914 : xi + 121 p"	Animalia	Annelida	Polychaeta	Eunicida	Oenonidae	Drilonereis		magna	
146944	Duva multiflora	774866	"Miller, Roberta. 2012. The museum collection database, Fisheries and Oceans Canada digital collections, Maurice Lamontagne Institute, Quebec"	Animalia	Cnidaria	Anthozoa	Alcyonacea	Nephtheidae	Duva		multiflora	
